,filename,target,category
0,1-100032-A-0.wav,0,dog
1,1-100038-A-14.wav,14,chirping_birds
2,1-100210-A-36.wav,36,vacuum_cleaner
3,1-100210-B-36.wav,36,vacuum_cleaner
4,1-101296-A-19.wav,19,thunderstorm
5,1-101296-B-19.wav,19,thunderstorm
6,1-101336-A-30.wav,30,door_wood_knock
7,1-101404-A-34.wav,34,can_opening
8,1-103298-A-9.wav,9,crow
9,1-103995-A-30.wav,30,door_wood_knock
10,1-103999-A-30.wav,30,door_wood_knock
11,1-104089-A-22.wav,22,clapping
12,1-104089-B-22.wav,22,clapping
13,1-105224-A-22.wav,22,clapping
14,1-110389-A-0.wav,0,dog
15,1-110537-A-22.wav,22,clapping
16,1-115521-A-19.wav,19,thunderstorm
17,1-115545-A-48.wav,48,fireworks
18,1-115545-B-48.wav,48,fireworks
19,1-115545-C-48.wav,48,fireworks
20,1-115546-A-48.wav,48,fireworks
21,1-115920-A-22.wav,22,clapping
22,1-115920-B-22.wav,22,clapping
23,1-115921-A-22.wav,22,clapping
24,1-116765-A-41.wav,41,chainsaw
25,1-11687-A-47.wav,47,airplane
26,1-118206-A-31.wav,31,mouse_click
27,1-118559-A-17.wav,17,pouring_water
28,1-119125-A-45.wav,45,train
29,1-121951-A-8.wav,8,sheep
30,1-12653-A-15.wav,15,water_drops
31,1-12654-A-15.wav,15,water_drops
32,1-12654-B-15.wav,15,water_drops
33,1-13571-A-46.wav,46,church_bells
34,1-13572-A-46.wav,46,church_bells
35,1-13613-A-37.wav,37,clock_alarm
36,1-137-A-32.wav,32,keyboard_typing
37,1-137296-A-16.wav,16,wind
38,1-14262-A-37.wav,37,clock_alarm
39,1-155858-A-25.wav,25,footsteps
40,1-155858-B-25.wav,25,footsteps
41,1-155858-C-25.wav,25,footsteps
42,1-155858-D-25.wav,25,footsteps
43,1-155858-E-25.wav,25,footsteps
44,1-155858-F-25.wav,25,footsteps
45,1-15689-A-4.wav,4,frog
46,1-15689-B-4.wav,4,frog
47,1-160563-A-48.wav,48,fireworks
48,1-160563-B-48.wav,48,fireworks
49,1-16568-A-3.wav,3,cow
50,1-16746-A-15.wav,15,water_drops
51,1-17092-A-27.wav,27,brushing_teeth
52,1-17092-B-27.wav,27,brushing_teeth
53,1-17124-A-43.wav,43,car_horn
54,1-17150-A-12.wav,12,crackling_fire
55,1-172649-A-40.wav,40,helicopter
56,1-172649-B-40.wav,40,helicopter
57,1-172649-C-40.wav,40,helicopter
58,1-172649-D-40.wav,40,helicopter
59,1-172649-E-40.wav,40,helicopter
60,1-172649-F-40.wav,40,helicopter
61,1-17295-A-29.wav,29,drinking_sipping
62,1-17367-A-10.wav,10,rain
63,1-17565-A-12.wav,12,crackling_fire
64,1-17585-A-7.wav,7,insects
65,1-17742-A-12.wav,12,crackling_fire
66,1-17808-A-12.wav,12,crackling_fire
67,1-17808-B-12.wav,12,crackling_fire
68,1-1791-A-26.wav,26,laughing
69,1-17970-A-4.wav,4,frog
70,1-18074-A-6.wav,6,hen
71,1-18074-B-6.wav,6,hen
72,1-181071-A-40.wav,40,helicopter
73,1-181071-B-40.wav,40,helicopter
74,1-18527-A-44.wav,44,engine
75,1-18527-B-44.wav,44,engine
76,1-18631-A-23.wav,23,breathing
77,1-18655-A-31.wav,31,mouse_click
78,1-187207-A-20.wav,20,crying_baby
79,1-18755-A-4.wav,4,frog
80,1-18755-B-4.wav,4,frog
81,1-18757-A-4.wav,4,frog
82,1-18810-A-49.wav,49,hand_saw
83,1-19026-A-43.wav,43,car_horn
84,1-19111-A-24.wav,24,coughing
85,1-19118-A-24.wav,24,coughing
86,1-19501-A-7.wav,7,insects
87,1-196660-A-8.wav,8,sheep
88,1-196660-B-8.wav,8,sheep
89,1-19840-A-36.wav,36,vacuum_cleaner
90,1-19872-A-36.wav,36,vacuum_cleaner
91,1-19872-B-36.wav,36,vacuum_cleaner
92,1-19898-A-41.wav,41,chainsaw
93,1-19898-B-41.wav,41,chainsaw
94,1-19898-C-41.wav,41,chainsaw
95,1-20133-A-39.wav,39,glass_breaking
96,1-202111-A-3.wav,3,cow
97,1-20545-A-28.wav,28,snoring
98,1-20736-A-18.wav,18,toilet_flush
99,1-208757-A-2.wav,2,pig
100,1-208757-B-2.wav,2,pig
101,1-208757-C-2.wav,2,pig
102,1-208757-D-2.wav,2,pig
103,1-208757-E-2.wav,2,pig
104,1-211527-A-20.wav,20,crying_baby
105,1-211527-B-20.wav,20,crying_baby
106,1-211527-C-20.wav,20,crying_baby
107,1-21189-A-10.wav,10,rain
108,1-21421-A-46.wav,46,church_bells
109,1-21896-A-35.wav,35,washing_machine
110,1-21934-A-38.wav,38,clock_tick
111,1-21935-A-38.wav,38,clock_tick
112,1-223162-A-25.wav,25,footsteps
113,1-22694-A-20.wav,20,crying_baby
114,1-22694-B-20.wav,20,crying_baby
115,1-22804-A-46.wav,46,church_bells
116,1-22882-A-44.wav,44,engine
117,1-23094-A-15.wav,15,water_drops
118,1-23094-B-15.wav,15,water_drops
119,1-23222-A-19.wav,19,thunderstorm
120,1-23222-B-19.wav,19,thunderstorm
121,1-23706-A-49.wav,49,hand_saw
122,1-23996-A-35.wav,35,washing_machine
123,1-23996-B-35.wav,35,washing_machine
124,1-24074-A-43.wav,43,car_horn
125,1-24076-A-43.wav,43,car_horn
126,1-24524-A-19.wav,19,thunderstorm
127,1-24524-B-19.wav,19,thunderstorm
128,1-24524-C-19.wav,19,thunderstorm
129,1-24796-A-47.wav,47,airplane
130,1-254507-A-43.wav,43,car_horn
131,1-25777-A-48.wav,48,fireworks
132,1-25781-A-48.wav,48,fireworks
133,1-260640-A-2.wav,2,pig
134,1-260640-B-2.wav,2,pig
135,1-260640-C-2.wav,2,pig
136,1-26143-A-21.wav,21,sneezing
137,1-26176-A-43.wav,43,car_horn
138,1-26177-A-43.wav,43,car_horn
139,1-26188-A-30.wav,30,door_wood_knock
140,1-26222-A-10.wav,10,rain
141,1-26806-A-1.wav,1,rooster
142,1-27165-A-35.wav,35,washing_machine
143,1-27166-A-35.wav,35,washing_machine
144,1-27403-A-28.wav,28,snoring
145,1-27405-A-28.wav,28,snoring
146,1-27724-A-1.wav,1,rooster
147,1-28005-A-18.wav,18,toilet_flush
148,1-28135-A-11.wav,11,sea_waves
149,1-28135-B-11.wav,11,sea_waves
150,1-28808-A-43.wav,43,car_horn
151,1-29532-A-16.wav,16,wind
152,1-29561-A-10.wav,10,rain
153,1-29680-A-21.wav,21,sneezing
154,1-30039-A-26.wav,26,laughing
155,1-30043-A-26.wav,26,laughing
156,1-30214-A-18.wav,18,toilet_flush
157,1-30226-A-0.wav,0,dog
158,1-30344-A-0.wav,0,dog
159,1-30709-A-23.wav,23,breathing
160,1-30709-B-23.wav,23,breathing
161,1-30709-C-23.wav,23,breathing
162,1-30830-A-24.wav,24,coughing
163,1-31251-A-6.wav,6,hen
164,1-31251-B-6.wav,6,hen
165,1-31482-A-42.wav,42,siren
166,1-31482-B-42.wav,42,siren
167,1-31748-A-21.wav,21,sneezing
168,1-31836-A-4.wav,4,frog
169,1-31836-B-4.wav,4,frog
170,1-32318-A-0.wav,0,dog
171,1-32373-A-35.wav,35,washing_machine
172,1-32373-B-35.wav,35,washing_machine
173,1-32579-A-29.wav,29,drinking_sipping
174,1-33658-A-26.wav,26,laughing
175,1-34094-A-5.wav,5,cat
176,1-34094-B-5.wav,5,cat
177,1-34119-A-1.wav,1,rooster
178,1-34119-B-1.wav,1,rooster
179,1-34495-A-14.wav,14,chirping_birds
180,1-34497-A-14.wav,14,chirping_birds
181,1-34853-A-37.wav,37,clock_alarm
182,1-35687-A-38.wav,38,clock_tick
183,1-36164-A-26.wav,26,laughing
184,1-36164-B-26.wav,26,laughing
185,1-36393-A-23.wav,23,breathing
186,1-36397-A-23.wav,23,breathing
187,1-36400-A-23.wav,23,breathing
188,1-36402-A-23.wav,23,breathing
189,1-36929-A-47.wav,47,airplane
190,1-37226-A-29.wav,29,drinking_sipping
191,1-38559-A-14.wav,14,chirping_birds
192,1-38560-A-14.wav,14,chirping_birds
193,1-39835-A-9.wav,9,crow
194,1-39835-B-9.wav,9,crow
195,1-39901-A-11.wav,11,sea_waves
196,1-39901-B-11.wav,11,sea_waves
197,1-39923-A-1.wav,1,rooster
198,1-39937-A-28.wav,28,snoring
199,1-40154-A-46.wav,46,church_bells
200,1-40621-A-28.wav,28,snoring
201,1-40730-A-1.wav,1,rooster
202,1-40967-A-28.wav,28,snoring
203,1-41615-A-34.wav,34,can_opening
204,1-4211-A-12.wav,12,crackling_fire
205,1-42139-A-38.wav,38,clock_tick
206,1-43382-A-1.wav,1,rooster
207,1-43760-A-11.wav,11,sea_waves
208,1-43764-A-34.wav,34,can_opening
209,1-43807-A-47.wav,47,airplane
210,1-43807-B-47.wav,47,airplane
211,1-43807-C-47.wav,47,airplane
212,1-43807-D-47.wav,47,airplane
213,1-44831-A-1.wav,1,rooster
214,1-45641-A-27.wav,27,brushing_teeth
215,1-45645-A-31.wav,31,mouse_click
216,1-46040-A-14.wav,14,chirping_birds
217,1-46272-A-12.wav,12,crackling_fire
218,1-46274-A-18.wav,18,toilet_flush
219,1-46353-A-49.wav,49,hand_saw
220,1-46744-A-36.wav,36,vacuum_cleaner
221,1-46938-A-7.wav,7,insects
222,1-46938-B-7.wav,7,insects
223,1-47250-A-41.wav,41,chainsaw
224,1-47250-B-41.wav,41,chainsaw
225,1-47273-A-21.wav,21,sneezing
226,1-47274-A-21.wav,21,sneezing
227,1-47709-A-16.wav,16,wind
228,1-47714-A-16.wav,16,wind
229,1-47819-A-5.wav,5,cat
230,1-47819-B-5.wav,5,cat
231,1-47819-C-5.wav,5,cat
232,1-47923-A-28.wav,28,snoring
233,1-48298-A-46.wav,46,church_bells
234,1-48413-A-38.wav,38,clock_tick
235,1-49098-A-35.wav,35,washing_machine
236,1-49409-A-8.wav,8,sheep
237,1-49409-B-8.wav,8,sheep
238,1-50060-A-10.wav,10,rain
239,1-50454-A-44.wav,44,engine
240,1-50455-A-44.wav,44,engine
241,1-50623-A-15.wav,15,water_drops
242,1-50625-A-17.wav,17,pouring_water
243,1-50661-A-44.wav,44,engine
244,1-50688-A-17.wav,17,pouring_water
245,1-51035-A-16.wav,16,wind
246,1-51036-A-16.wav,16,wind
247,1-51037-A-16.wav,16,wind
248,1-51147-A-25.wav,25,footsteps
249,1-51170-A-18.wav,18,toilet_flush
250,1-51433-A-17.wav,17,pouring_water
251,1-51436-A-17.wav,17,pouring_water
252,1-51805-A-33.wav,33,door_wood_creaks
