,filename,target,category
0,1-100032-A-0.wav,0,dog
1,1-110389-A-0.wav,0,dog
2,1-30226-A-0.wav,0,dog
3,1-30344-A-0.wav,0,dog
4,1-32318-A-0.wav,0,dog
5,1-59513-A-0.wav,0,dog
6,1-85362-A-0.wav,0,dog
7,1-97392-A-0.wav,0,dog
8,2-114280-A-0.wav,0,dog
9,2-114587-A-0.wav,0,dog
10,1-26806-A-1.wav,1,rooster
11,1-27724-A-1.wav,1,rooster
12,1-34119-A-1.wav,1,rooster
13,1-34119-B-1.wav,1,rooster
14,1-39923-A-1.wav,1,rooster
15,1-40730-A-1.wav,1,rooster
16,1-43382-A-1.wav,1,rooster
17,1-44831-A-1.wav,1,rooster
18,2-100786-A-1.wav,1,rooster
19,2-65750-A-1.wav,1,rooster
20,1-208757-A-2.wav,2,pig
21,1-208757-B-2.wav,2,pig
22,1-208757-C-2.wav,2,pig
23,1-208757-D-2.wav,2,pig
24,1-208757-E-2.wav,2,pig
25,1-260640-A-2.wav,2,pig
26,1-260640-B-2.wav,2,pig
27,1-260640-C-2.wav,2,pig
28,2-158746-A-2.wav,2,pig
29,2-158746-B-2.wav,2,pig
30,1-16568-A-3.wav,3,cow
31,1-202111-A-3.wav,3,cow
32,1-58277-A-3.wav,3,cow
33,1-69422-A-3.wav,3,cow
34,1-69641-A-3.wav,3,cow
35,1-77160-A-3.wav,3,cow
36,1-77241-A-3.wav,3,cow
37,1-81269-A-3.wav,3,cow
38,2-103423-A-3.wav,3,cow
39,2-103424-A-3.wav,3,cow
40,1-15689-A-4.wav,4,frog
41,1-15689-B-4.wav,4,frog
42,1-17970-A-4.wav,4,frog
43,1-18755-A-4.wav,4,frog
44,1-18755-B-4.wav,4,frog
45,1-18757-A-4.wav,4,frog
46,1-31836-A-4.wav,4,frog
47,1-31836-B-4.wav,4,frog
48,2-32515-A-4.wav,4,frog
49,2-32515-B-4.wav,4,frog
50,1-34094-A-5.wav,5,cat
51,1-34094-B-5.wav,5,cat
52,1-47819-A-5.wav,5,cat
53,1-47819-B-5.wav,5,cat
54,1-47819-C-5.wav,5,cat
55,1-56380-A-5.wav,5,cat
56,1-56380-B-5.wav,5,cat
57,1-79113-A-5.wav,5,cat
58,2-110010-A-5.wav,5,cat
59,2-110011-A-5.wav,5,cat
60,1-18074-A-6.wav,6,hen
61,1-18074-B-6.wav,6,hen
62,1-31251-A-6.wav,6,hen
63,1-31251-B-6.wav,6,hen
64,1-5996-A-6.wav,6,hen
65,1-71030-A-6.wav,6,hen
66,1-72229-A-6.wav,6,hen
67,1-72229-B-6.wav,6,hen
68,2-120586-A-6.wav,6,hen
69,2-120587-A-6.wav,6,hen
70,1-17585-A-7.wav,7,insects
71,1-19501-A-7.wav,7,insects
72,1-46938-A-7.wav,7,insects
73,1-46938-B-7.wav,7,insects
74,1-73585-A-7.wav,7,insects
75,1-75189-A-7.wav,7,insects
76,1-7973-A-7.wav,7,insects
77,1-80785-A-7.wav,7,insects
78,2-160128-A-7.wav,7,insects
79,2-81970-A-7.wav,7,insects
80,1-121951-A-8.wav,8,sheep
81,1-196660-A-8.wav,8,sheep
82,1-196660-B-8.wav,8,sheep
83,1-49409-A-8.wav,8,sheep
84,1-49409-B-8.wav,8,sheep
85,1-57795-A-8.wav,8,sheep
86,1-75190-A-8.wav,8,sheep
87,1-88574-A-8.wav,8,sheep
88,2-110614-A-8.wav,8,sheep
89,2-110614-B-8.wav,8,sheep
90,1-103298-A-9.wav,9,crow
91,1-39835-A-9.wav,9,crow
92,1-39835-B-9.wav,9,crow
93,1-56233-A-9.wav,9,crow
94,1-56234-A-9.wav,9,crow
95,1-75162-A-9.wav,9,crow
96,1-96950-A-9.wav,9,crow
97,1-96950-B-9.wav,9,crow
98,2-108763-A-9.wav,9,crow
99,2-108766-A-9.wav,9,crow
100,1-17367-A-10.wav,10,rain
101,1-21189-A-10.wav,10,rain
102,1-26222-A-10.wav,10,rain
103,1-29561-A-10.wav,10,rain
104,1-50060-A-10.wav,10,rain
105,1-54958-A-10.wav,10,rain
106,1-56311-A-10.wav,10,rain
107,1-63871-A-10.wav,10,rain
108,2-101676-A-10.wav,10,rain
109,2-117625-A-10.wav,10,rain
110,1-28135-A-11.wav,11,sea_waves
111,1-28135-B-11.wav,11,sea_waves
112,1-39901-A-11.wav,11,sea_waves
113,1-39901-B-11.wav,11,sea_waves
114,1-43760-A-11.wav,11,sea_waves
115,1-61252-A-11.wav,11,sea_waves
116,1-91359-A-11.wav,11,sea_waves
117,1-91359-B-11.wav,11,sea_waves
118,2-102852-A-11.wav,11,sea_waves
119,2-124662-A-11.wav,11,sea_waves
120,1-17150-A-12.wav,12,crackling_fire
121,1-17565-A-12.wav,12,crackling_fire
122,1-17742-A-12.wav,12,crackling_fire
123,1-17808-A-12.wav,12,crackling_fire
124,1-17808-B-12.wav,12,crackling_fire
125,1-4211-A-12.wav,12,crackling_fire
126,1-46272-A-12.wav,12,crackling_fire
127,1-7057-A-12.wav,12,crackling_fire
128,2-18766-A-12.wav,12,crackling_fire
129,2-18766-B-12.wav,12,crackling_fire
130,1-57316-A-13.wav,13,crickets
131,1-57318-A-13.wav,13,crickets
132,1-59102-A-13.wav,13,crickets
133,1-65483-A-13.wav,13,crickets
134,1-7456-A-13.wav,13,crickets
135,1-80840-A-13.wav,13,crickets
136,1-80841-A-13.wav,13,crickets
137,1-9841-A-13.wav,13,crickets
138,2-106019-A-13.wav,13,crickets
139,2-110613-A-13.wav,13,crickets
140,1-100038-A-14.wav,14,chirping_birds
141,1-34495-A-14.wav,14,chirping_birds
142,1-34497-A-14.wav,14,chirping_birds
143,1-38559-A-14.wav,14,chirping_birds
144,1-38560-A-14.wav,14,chirping_birds
145,1-46040-A-14.wav,14,chirping_birds
146,1-54918-A-14.wav,14,chirping_birds
147,1-54918-B-14.wav,14,chirping_birds
148,2-108760-A-14.wav,14,chirping_birds
149,2-108760-B-14.wav,14,chirping_birds
150,1-12653-A-15.wav,15,water_drops
151,1-12654-A-15.wav,15,water_drops
152,1-12654-B-15.wav,15,water_drops
153,1-16746-A-15.wav,15,water_drops
154,1-23094-A-15.wav,15,water_drops
155,1-23094-B-15.wav,15,water_drops
156,1-50623-A-15.wav,15,water_drops
157,1-90797-A-15.wav,15,water_drops
158,2-124564-A-15.wav,15,water_drops
159,2-139748-A-15.wav,15,water_drops
160,1-137296-A-16.wav,16,wind
161,1-29532-A-16.wav,16,wind
162,1-47709-A-16.wav,16,wind
163,1-47714-A-16.wav,16,wind
164,1-51035-A-16.wav,16,wind
165,1-51036-A-16.wav,16,wind
166,1-51037-A-16.wav,16,wind
167,1-69760-A-16.wav,16,wind
168,2-104952-A-16.wav,16,wind
169,2-104952-B-16.wav,16,wind
170,1-118559-A-17.wav,17,pouring_water
171,1-50625-A-17.wav,17,pouring_water
172,1-50688-A-17.wav,17,pouring_water
173,1-51433-A-17.wav,17,pouring_water
174,1-51436-A-17.wav,17,pouring_water
175,1-61221-A-17.wav,17,pouring_water
176,1-67152-A-17.wav,17,pouring_water
177,1-79220-A-17.wav,17,pouring_water
178,2-102414-A-17.wav,17,pouring_water
179,2-102414-B-17.wav,17,pouring_water
180,1-20736-A-18.wav,18,toilet_flush
181,1-28005-A-18.wav,18,toilet_flush
182,1-30214-A-18.wav,18,toilet_flush
183,1-46274-A-18.wav,18,toilet_flush
184,1-51170-A-18.wav,18,toilet_flush
185,1-53670-A-18.wav,18,toilet_flush
186,1-54752-A-18.wav,18,toilet_flush
187,1-56269-A-18.wav,18,toilet_flush
188,2-64332-A-18.wav,18,toilet_flush
189,2-65484-A-18.wav,18,toilet_flush
190,1-101296-A-19.wav,19,thunderstorm
191,1-101296-B-19.wav,19,thunderstorm
192,1-115521-A-19.wav,19,thunderstorm
193,1-23222-A-19.wav,19,thunderstorm
194,1-23222-B-19.wav,19,thunderstorm
195,1-24524-A-19.wav,19,thunderstorm
196,1-24524-B-19.wav,19,thunderstorm
197,1-24524-C-19.wav,19,thunderstorm
198,2-104105-A-19.wav,19,thunderstorm
199,2-104105-B-19.wav,19,thunderstorm
200,1-187207-A-20.wav,20,crying_baby
201,1-211527-A-20.wav,20,crying_baby
202,1-211527-B-20.wav,20,crying_baby
203,1-211527-C-20.wav,20,crying_baby
204,1-22694-A-20.wav,20,crying_baby
205,1-22694-B-20.wav,20,crying_baby
206,1-60997-A-20.wav,20,crying_baby
207,1-60997-B-20.wav,20,crying_baby
208,2-107351-A-20.wav,20,crying_baby
209,2-107351-B-20.wav,20,crying_baby
210,1-26143-A-21.wav,21,sneezing
211,1-29680-A-21.wav,21,sneezing
212,1-31748-A-21.wav,21,sneezing
213,1-47273-A-21.wav,21,sneezing
214,1-47274-A-21.wav,21,sneezing
215,1-54505-A-21.wav,21,sneezing
216,1-59324-A-21.wav,21,sneezing
217,1-81883-A-21.wav,21,sneezing
218,2-109505-A-21.wav,21,sneezing
219,2-118104-A-21.wav,21,sneezing
220,1-104089-A-22.wav,22,clapping
221,1-104089-B-22.wav,22,clapping
222,1-105224-A-22.wav,22,clapping
223,1-110537-A-22.wav,22,clapping
224,1-115920-A-22.wav,22,clapping
225,1-115920-B-22.wav,22,clapping
226,1-115921-A-22.wav,22,clapping
227,1-94036-A-22.wav,22,clapping
228,2-25292-A-22.wav,22,clapping
229,2-25293-A-22.wav,22,clapping
230,1-18631-A-23.wav,23,breathing
231,1-30709-A-23.wav,23,breathing
232,1-30709-B-23.wav,23,breathing
233,1-30709-C-23.wav,23,breathing
234,1-36393-A-23.wav,23,breathing
235,1-36397-A-23.wav,23,breathing
236,1-36400-A-23.wav,23,breathing
237,1-36402-A-23.wav,23,breathing
238,2-50774-A-23.wav,23,breathing
239,2-54961-A-23.wav,23,breathing
240,1-19111-A-24.wav,24,coughing
241,1-19118-A-24.wav,24,coughing
242,1-30830-A-24.wav,24,coughing
243,1-52266-A-24.wav,24,coughing
244,1-52323-A-24.wav,24,coughing
245,1-53663-A-24.wav,24,coughing
246,1-58792-A-24.wav,24,coughing
247,1-63679-A-24.wav,24,coughing
248,2-108017-A-24.wav,24,coughing
249,2-123896-A-24.wav,24,coughing
250,1-155858-A-25.wav,25,footsteps
251,1-155858-B-25.wav,25,footsteps
252,1-155858-C-25.wav,25,footsteps
253,1-155858-D-25.wav,25,footsteps
254,1-155858-E-25.wav,25,footsteps
255,1-155858-F-25.wav,25,footsteps
256,1-223162-A-25.wav,25,footsteps
257,1-51147-A-25.wav,25,footsteps
258,2-209471-A-25.wav,25,footsteps
259,2-209472-A-25.wav,25,footsteps
260,1-1791-A-26.wav,26,laughing
261,1-30039-A-26.wav,26,laughing
262,1-30043-A-26.wav,26,laughing
263,1-33658-A-26.wav,26,laughing
264,1-36164-A-26.wav,26,laughing
265,1-36164-B-26.wav,26,laughing
266,1-72695-A-26.wav,26,laughing
267,1-73123-A-26.wav,26,laughing
268,2-109759-A-26.wav,26,laughing
269,2-109759-B-26.wav,26,laughing
270,1-17092-A-27.wav,27,brushing_teeth
271,1-17092-B-27.wav,27,brushing_teeth
272,1-45641-A-27.wav,27,brushing_teeth
273,1-58923-A-27.wav,27,brushing_teeth
274,1-58923-B-27.wav,27,brushing_teeth
275,1-61534-A-27.wav,27,brushing_teeth
276,1-67432-A-27.wav,27,brushing_teeth
277,1-68628-A-27.wav,27,brushing_teeth
278,2-73544-A-27.wav,27,brushing_teeth
279,2-82071-A-27.wav,27,brushing_teeth
280,1-20545-A-28.wav,28,snoring
281,1-27403-A-28.wav,28,snoring
282,1-27405-A-28.wav,28,snoring
283,1-39937-A-28.wav,28,snoring
284,1-40621-A-28.wav,28,snoring
285,1-40967-A-28.wav,28,snoring
286,1-47923-A-28.wav,28,snoring
287,1-53444-A-28.wav,28,snoring
288,2-110417-A-28.wav,28,snoring
289,2-110417-B-28.wav,28,snoring
290,1-17295-A-29.wav,29,drinking_sipping
291,1-32579-A-29.wav,29,drinking_sipping
